title,console,alcohol_reference,animated_blood,blood,blood_and_gore,cartoon_violence,crude_humor,drug_reference,fantasy_violence,intense_violence,language,lyrics,mature_humor,mild_blood,mild_cartoon_violence,mild_fantasy_violence,mild_language,mild_lyrics,mild_suggestive_themes,mild_violence,no_descriptors,nudity,partial_nudity,sexual_content,sexual_themes,simulated_gambling,strong_janguage,strong_sexual_content,suggestive_themes,use_of_alcohol,use_of_drugs_and_alcohol,violence,esrb_rating,Unnamed: 34,Unnamed: 35,Unnamed: 36,index,release_date,publishers,developers,rating,metascritic_score,users_score,genres
Peaky Blinders: Mastermind,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,M,,,,1763,2020/08/20,Curve Digital,FuturLab,M,76.0,7.4,"Adventure, GeneralAdventure, GeneralAdventure, General"
Kaze and the Wild Masks,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,,,,1289,2021/03/26,"Vox Game Studio,Soedesco,Soedesco","Vox Game Studio, PixelHive,PixelHive,PixelHive",E,83.0,7.9,"Action, General, Platformer, 2DGeneral, Action, Platformer, 2DAction, General, Platformer, 2D"
Neon City Riders,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,1627,2020/03/12,Bromio,Mecha Studios,E10+,75.0,0.0,"Action, ""Beat-Em-Up"", 2DAction, ""Beat-Em-Up"", 2D"
Neverending Nightmares,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,,,,1633,2016/05/03,Infinitap Games,Infinitap Games,M,74.0,7.0,"Action Adventure, Survival"
New Super Lucky's Tale,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,,,,1640,2020/08/21,Playful Corp.,Playful Corp.,E,80.0,6.8,"Action, Platformer, 3DAction, Platformer, 3DAction, Platformer, 3D"
THE LAST BLADE 2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,T,,,,2405,2017/11/17,SNK Corporation,"Code Mystics Inc., SNK Corporation",,0.0,0.0,"Action, Fighting, 2D"
Yaga,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,T,,,,2970,2021/01/12,Breadcrumbs Interactive,Breadcrumbs Interactive,T,72.0,6.5,"Action Adventure, General"
Etherborn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,,,,808,2019/07/18,"Akupara Games,Altered Matter,Altered Matter",Altered Matter,E,75.0,8.0,"Action, Adventure, Platformer, First-Person, Third-Person, 3DAction, Adventure, Platformer, First-Person, Third-Person, 3DAction, Adventure, Platformer, First-Person, Third-Person, 3D"
Ben 10: Power Trip,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,327,2022/09/28,Outright Games,Outright Games,,0.0,0.0,"Action, Platformer, 3D"
Goosebumps Dead of Night,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,1046,2020/06/29,Cosmic Forces,Cosmic Forces,E10+,0.0,0.0,"Adventure, 3D, First-Person"
Port Royale 4 ,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ET,,,,1832,2021/09/24,Kalypso,Gaming Minds Studios,E10+,0.0,0.0,"Strategy, Real-Time, Management, General, Government"
Untitled Goose Game,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,,,,2788,2019/12/17,House House,House House,E,81.0,7.5,"Simulation, Action Adventure, General, Open-WorldSimulation, Action Adventure, General, Open-World"
Immortals Fenyx Rising,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,T,,,,1218,2020/12/03,Ubisoft,Ubisoft Quebec,T,79.0,7.6,"General, Action Adventure, Open-WorldGeneral, Action Adventure, Open-WorldAction Adventure, Open-WorldGeneral, Action Adventure, Open-World"
Dying Light: The Following - Enhanced Edition,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,M,,,,767,2016/02/09,Warner Bros. Interactive Entertainment,Techland,M,87.0,8.4,"Action Adventure, SurvivalAction Adventure, SurvivalAction Adventure, Survival"
Zengeon,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,T,,,,3001,TBA - Early Access,Chengdu Independent Developer Alliance,"Chengdu Independent Developer Alliance, IndieLeague Studio",,0.0,0.0,"Action, Role-Playing, Adventure, General, ""Beat-Em-Up"", Roguelike, 3D"
The Pathless,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,2599,Q1 2023,Annapurna Interactive,Giant Squid,E10+,0.0,0.0,"Action Adventure, Open-World"
Human Fall Flat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,,,,1173,2021/06/24,Curve Digital,No Brakes Games,E,0.0,0.0,"Action Adventure, General"
Power Rangers: Battle for the Grid - Collector's Edition,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T,,,,1837,2020/10/13,Maximum Games,nWay,T,0.0,0.0,"Action, Fighting, 2D"
1971 Project Helios,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,,,,7,2020/06/09,Reco Technology,Reco Technology,T,60.0,7.5,"Strategy, Turn-Based, TacticsStrategy, Turn-Based, TacticsStrategy, Turn-Based, Tactics"
Destiny 2: Beyond Light,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,,,,661,2020/11/10,Bungie,"Bungie,Bungie Software, Bungie,Bungie",,77.0,6.0,"Action, Shooter, First-Person, ArcadeAction, Shooter, First-Person, ArcadeAction, Shooter, First-Person, ArcadeAction, Shooter, First-Person, Arcade"
Assassin's Creed Valhalla,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,M,,,,256,2020/11/12,Ubisoft,Ubisoft Montreal,M,84.0,7.8,"Action Adventure, Open-World"
Call of Duty®: Black Ops Cold War,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,M,,,,430,2020/11/13,Activision,"Raven Software, Treyarch",M,76.0,5.2,"Action, Shooter, First-Person, TacticalAction, Shooter, First-Person, TacticalAction, Shooter, First-Person, TacticalAction, Shooter, First-Person, Tactical"
G.I. Joe: Operation Blackout,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,,,,960,2020/12/15,GameMill Entertainment,"GameMill Entertainment, IguanaBee",T,0.0,7.5,"Action, Shooter, Third-Person, Arcade"
Speed 3: Grand Prix,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,E,,,,2251,2021/12/16,Lion Castle Entertainment,BadBoys Game Studios,,0.0,0.0,"Racing, Arcade, Automobile"
Tennis World Tour 2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,,,,2445,2021/03/25,Nacon,Big Ant Studios,,58.0,2.8,"Sports, Individual, Tennis"
WRC 9 FIA World Rally Championship,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,,,,2845,2020/11/12,Nacon,KT Racing,,82.0,7.5,"Racing, Simulation, Automobile"
Earth Defense Force 5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,,,,785,2019/07/11,D3Publisher,Sandlot,,76.0,8.5,"Action, Shooter, Third-Person, Arcade"
GAROU: MARK OF THE WOLVES™,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,T,,,,965,2016/12/06,SNK Corporation,DotEmu,,0.0,0.0,"Action, Fighting, 2D"
One Step From Eden,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,ET,,,,1717,2021/11/11,Humble Games,Thomas Moon Kang,E10+,0.0,0.0,"Strategy, Real-Time, Defense"
Return of the Obra Dinn,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,M,,,,1981,2019/10/18,3909,Lucas Pope,M,0.0,8.8,"Adventure, 3D, First-PersonAdventure, 3D, First-Person"
STAR WARS™ Episode I Racer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,,,,2094,2020/10/27,Aspyr,Aspyr,E,0.0,0.0,"Racing, Arcade, Futuristic"
The Dark Crystal: Age of Resistance Tactics,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,2503,2020/02/04,Netflix,BonusXP,E10+,67.0,6.6,"Strategy, Turn-Based, TacticsStrategy, Turn-Based, TacticsStrategy, Turn-Based, Tactics"
Skydrift Infinity,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,2196,2021/07/29,THQ Nordic,Digital Reality,E10+,80.0,0.0,"Simulation, Flight, Combat, CivilianSimulation, Flight, Combat, CivilianSimulation, Flight, Combat, Civilian"
Volgarr The Viking,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,,,,2832,2016/11/16,Crazy Viking Studios,Crazy Viking Studios,T,0.0,0.0,"Action, General"
Madden NFL 21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,,,,1416,2020/12/04,Electronic Arts,EA Sports,E,0.0,1.3,"Sports, Team, Football, Sim"
Wasteland 3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,M,,,,2888,2020/08/28,"InXile Entertainment,Deep Silver,Deep Silver",InXile Entertainment,M,85.0,7.6,"Role-Playing, Western-StyleRole-Playing, Western-StyleRole-Playing, Western-Style"
Darkwood,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,M,,,,597,2022/10/28,Crunching Koalas,Crunching Koalas,,0.0,0.0,"Action Adventure, Survival"
Watch Dogs Legion ,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,M,,,,2892,2020/11/12,Ubisoft,Ubisoft Montreal,M,66.0,5.3,"Action Adventure, Open-World"
Death end re;Quest 2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,M,,,,628,2020/08/25,Idea Factory,Compile Heart,M,74.0,6.6,"Role-Playing, Japanese-Style"
Destroy All Humans!,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,T,,,,667,2020/07/28,THQ Nordic,Black Forest Games,T,71.0,8.0,"Action Adventure, GeneralAction Adventure, GeneralAction Adventure, General"
Giraffe and Annika,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,,,,1018,2020/08/27,Unties,Atelier Mimina,E,0.0,0.0,"Adventure, 3D, Third-Person"
Fuser,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,T,,,,957,2020/11/10,NCSOFT,Harmonix Music Systems,T,81.0,7.8,"Action, Rhythm, MusicAction, Rhythm, Music"
Mystik Belle ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,1576,2017/10/03,WayForward,WayForward,E10+,79.0,0.0,"Action Adventure, Open-World"
Mafia: Definitive Edition,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,M,,,,1420,2020/09/25,2K Games,Hangar 13,M,79.0,7.4,"Action Adventure, Open-WorldAction Adventure, Open-World"
Kingdoms of Amalur: Re-Reckoning,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,M,,,,1306,2020/09/08,THQ Nordic,Kaiko,M,72.0,7.2,"Role-Playing, Action RPGRole-Playing, Action RPGRole-Playing, Action RPG"
Street Power Football,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,,,,2323,2020/08/25,Maximum Games,SFL Interactive,E,0.0,0.0,"Sports, Team, Soccer, Arcade"
Street Power Soccer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,,,,2324,2020/08/25,Maximum Games,SFL Interactive,E,41.0,0.0,"Sports, Team, Soccer, ArcadeSports, Team, Soccer, Arcade"
Shantae and the Seven Sirens,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,T,,,,2156,2022/03/22,Limited Run Games,WayForward,T,0.0,0.0,"Action, Platformer, 2D"
Nexomon: Extinction,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,1642,2020/09/25,PQube,VEWO Interactive Inc.,E10+,81.0,0.0,"Role-Playing, Trainer"
The Legend of Heroes: Trails of Cold Steel IV,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,T,,,,2570,2021/04/09,Clouded Leopard Entertainment,Falcom,,0.0,8.2,"Role-Playing, Japanese-Style"
Streets of Rogue,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,T,,,,2326,2019/07/12,tinyBuild,tinyBuild,T,82.0,0.0,"Role-Playing, Action RPGRole-Playing, Action RPG"
RIDE 4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,,,,1892,2021/01/21,Milestone S.r.l,Milestone S.r.l,E,71.0,7.0,"Racing, Simulation, Automobile"
The Survivalists,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,2663,2020/10/09,"Team17,Sold Out,Team17",Team17,E10+,76.0,6.6,"Action Adventure, SurvivalAction Adventure, SurvivalAction Adventure, Survival"
Sakuna: Of Rice and Ruin,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T,,,,2109,2020/11/10,XSEED Games,Edelweiss,T,82.0,7.9,"Role-Playing, Action RPGRole-Playing, Action RPG"
NBA 2K21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,,,,1593,2020/11/12,2K Games,Visual Concepts,E,79.0,2.6,"Sports, Team, Basketball, Arcade"
Effie,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,790,2021/02/19,Klabater,"Klabater, Inverge Studios",,67.0,0.0,"Action, Platformer, 3D"
Hero Must Die. again,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,T,,,,1137,2020/02/26,Degica,"G-mode, Pyramid,G-mode",T,0.0,0.0,"Role-Playing, Japanese-StyleRole-Playing, Japanese-Style"
Ion Fury,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,M,,,,1233,2020/05/14,1C Entertainment,"3D Realms, Voidpoint, LLC",M,75.0,6.8,"Action, General, Shooter, First-Person, ArcadeGeneral, Action, Shooter, First-Person, Arcade"
Ary and the Secret of Seasons,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ET,,,,234,2020/09/01,Modus,Exiin,E10+,61.0,6.3,"Action Adventure, GeneralAction Adventure, GeneralAction Adventure, General"
The Sims™ 4 Nifty Knitting,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,T,,,,2630,2020/07/28,Electronic Arts,Maxis,T,63.0,0.0,"Simulation, Virtual, Virtual LifeSimulation, Virtual, Virtual LifeSimulation, Virtual, Virtual Life"
Dragon Quest XI S: Echoes of an Elusive Age - Definitive Edition,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,T,,,,717,2020/12/04,Square Enix,Square Enix,T,92.0,8.3,"Role-Playing, Japanese-StyleRole-Playing, Japanese-StyleRole-Playing, Japanese-Style"
Fall Guys,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,,,,860,2022/06/21,Devolver Digital,Mediatonic,E,0.0,6.6,"Miscellaneous, Party / MinigameMiscellaneous, Party / Minigame"
Outriders,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,M,,,,1733,2021/04/01,Square Enix,"People Can Fly,Square Enix, People Can Fly,People Can Fly,People Can Fly",M,73.0,6.4,"Action, Shooter, Third-Person, ArcadeGeneral, Action, Shooter, Third-Person, ArcadeAction, Shooter, Third-Person, ArcadeAction, Shooter, Third-Person, Arcade"
Telling Lies,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,M,,,,2441,2020/04/28,Annapurna Interactive,Sam Barlow,M,80.0,5.6,"Adventure, GeneralAdventure, General"
Yakuza: Like a Dragon,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,M,,,,2980,2021/03/02,Sega,Ryu ga Gotoku Studios,M,86.0,8.2,"Role-Playing, Japanese-Style"
Graveyard Keeper,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,T,,,,1062,2019/04/15,tinyBuild,Lazy Bear Games,T,0.0,5.7,"Simulation, Action Adventure, Virtual, Open-World, Career"
Project CARS 3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,,,,1854,2020/08/28,Bandai Namco Games,Slightly Mad Studios,E,68.0,3.4,"Racing, Simulation, Automobile"
Maid of Sker,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,M,,,,1433,2021/05/26,Wales Interactive,Wales Interactive,M,58.0,6.4,"Action Adventure, Survival"
SUPERHOT: MIND CONTROL DELETE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T,,,,2098,2020/07/16,SUPERHOT,SUPERHOT,T,82.0,6.5,"Action, Shooter, First-Person, TacticalAction, Shooter, First-Person, TacticalAction, Shooter, First-Person, Tactical"
Rocket Arena,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,,,,2019,2020/07/14,Electronic Arts,Final Strike Games,T,73.0,7.7,"Action, Shooter, First-Person, ArcadeAction, Shooter, First-Person, ArcadeAction, Shooter, First-Person, Arcade"
Skully,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,,,,2189,2020/08/04,Modus Games,Finish Line Games,E,66.0,7.8,"Action, Platformer, 3DAction, Platformer, 3DAction, Platformer, 3D"
Bladed Fury,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,T,,,,347,2021/03/25,NExT Studios,NExT Studios,T,72.0,0.0,"Action, ""Beat-Em-Up"", 2DAction, ""Beat-Em-Up"", 2D"
Cloudpunk,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,M,,,,490,2022/08/19,Merge Games,ION LANDS,M,0.0,0.0,"Simulation, Action Adventure, Vehicle, Open-World, Civilian"
CrossCode,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,,,,529,2021/06/29,Deck 13,Deck 13,,0.0,0.0,"Role-Playing, Action RPG"
Seek Hearts,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ET,,,,2133,2020/01/14,Kemco,Kemco,E10+,0.0,0.0,"Role-Playing, Japanese-Style"
Race with Ryan Road Trip Deluxe Edition,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,,,,1911,2020/10/16,Outright Games,"3d Clouds, 3DClouds",E,0.0,0.0,"Racing, Arcade, Automobile"
Iris.Fall,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,,,,1235,2021/01/07,NExT Studios,NExT Studios,E,0.0,0.0,"Adventure, General"
Mutazione,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,T,,,,1562,2021/05/26,Akupara Games,Die Gute Fabrik,,0.0,0.0,"Adventure, Point-and-Click"
My Baby,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,,,,1564,TBA,,,E,0.0,0.0,"Simulation, Virtual, Virtual Life"
KINGDOM HEARTS Melody of Memory,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,1282,2021/03/30,Square Enix,Square Enix,E10+,0.0,7.4,"Action, Rhythm, Music"
Blair Witch,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,M,,,,349,2019/12/03,Bloober Team,Bloober Team,M,65.0,6.0,"Action Adventure, Survival"
Riverbond,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,2010,2019/06/09,Cococucumber,Cococucumber,E10+,67.0,6.2,"Action, Action Adventure, GeneralAction, Action Adventure, GeneralAction, Action Adventure, General"
13 Sentinels: Aegis Rim,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,T,,,,5,2020/09/22,Atlus,Vanillaware,T,85.0,8.9,"Role-Playing, Action RPG, Adventure, General"
No Straight Roads,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,1672,2020/08/25,"Metronomik,Sold Out",Metronomik,E10+,72.0,7.5,"Action, Rhythm, Music, Action Adventure, Open-WorldAction, Rhythm, Music, Action Adventure, Open-WorldAction, Action Adventure, Rhythm, Open-World, Music"
Paper Beast,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,1753,2020/07/24,Pixel Reef,Pixel Reef,E10+,0.0,0.0,"Action Adventure, Sandbox"
Star Wars Jedi Knight: Jedi Academy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T,,,,2277,2020/03/26,Aspyr,Aspyr,T,68.0,5.2,"Action, Shooter, First-Person, Arcade"
THE KING OF FIGHTERS™ '98 ULTIMATE MATCH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,T,,,,2402,2018/03/20,SNK Playmore,SNK Playmore,T,0.0,0.0,"Action, Fighting, 2D"
Crash Bandicoot™ 4: It's About Time,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,517,2021/03/26,Activision,Toys for Bob,E10+,83.0,6.0,"Action, Platformer, 3D"
Holy Potatoes! Compendium,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,ET,,,,1152,TBA,Numskull Games,Daylight Studios,E10+,0.0,0.0,"Miscellaneous, Compilation"
Brigandine: The Legend of Runersia,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,T,,,,397,2022/05/10,Happinet,Matrix Software,,72.0,0.0,"Strategy, Turn-Based, Tactics"
Escape Game Fort Boyard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,804,2020/07/28,Microids,Anuman Interactive,E10+,0.0,0.0,"Miscellaneous, Trivia / Game Show, Party / Minigame"
Tales from the Borderlands,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,M,,,,2426,2014/12/03,Telltale Games,Telltale Games,M,0.0,8.2,"Adventure, General"
Hunting Simulator 2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,,,,1181,2021/03/23,Nacon,Neopica,T,0.0,0.0,"Sports, Individual, Nature, Hunting"
Ghost of Tsushima,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,M,,,,1009,2020/07/17,Sony Interactive Entertainment,Sucker Punch,M,83.0,9.1,"General, Action Adventure, Open-World"
